Year,WeekOfYear,Product_ID,Store_ID,Category,Region,Sales_Quantity,Inventory_Level,Price,Cost,Week_Start,Sales_Lag_1,Sales_Lag_2,Sales_Lag_3,Sales_Lag_4,Sales_Rolling_2,Sales_Rolling_4,Sales_Rolling_8,Inventory_Turnover,Gross_Margin
2022,5,P001,S05,Clothing,Central,84,19.428571428571427,17.76,10.66,2022-01-31,61.0,33.0,53.0,50.0,47.0,49.25,49.25,4.3235294117647065,596.4000000000001
2022,5,P005,S03,Electronics,East,159,30.714285714285715,30.26,18.15,2022-01-31,115.0,123.0,138.0,73.0,119.0,112.25,112.25,5.176744186046512,1925.4900000000005
2022,5,P009,S02,Toys,South,142,33.714285714285715,54.089999999999996,32.46,2022-01-31,174.0,111.0,180.0,120.0,142.5,146.25,146.25,4.211864406779661,3071.459999999999
2022,5,P009,S04,Toys,West,361,82.57142857142857,54.089999999999996,32.46,2022-01-31,307.0,297.0,297.0,283.0,302.0,296.0,296.0,4.3719723183391,7808.4299999999985
2022,5,P002,S05,Home Goods,Central,116,36.0,17.62,10.570000000000002,2022-01-31,90.0,97.0,65.0,88.0,93.5,85.0,85.0,3.2222222222222223,817.7999999999998
2022,5,P002,S03,Home Goods,East,63,26.142857142857142,17.62,10.570000000000002,2022-01-31,104.0,45.0,54.0,86.0,74.5,72.25,72.25,2.4098360655737707,444.1499999999999
2022,5,P002,S04,Home Goods,West,44,6.571428571428571,17.62,10.570000000000002,2022-01-31,88.0,48.0,88.0,84.0,68.0,77.0,77.0,6.695652173913044,310.19999999999993
2022,5,P005,S05,Electronics,Central,248,45.285714285714285,30.26,18.15,2022-01-31,236.0,249.0,245.0,188.0,242.5,229.5,229.5,5.476340694006309,3003.2800000000007
2022,5,P002,S02,Home Goods,South,101,16.0,17.62,10.570000000000002,2022-01-31,53.0,64.0,72.0,52.0,58.5,60.25,60.25,6.3125,712.0499999999998
2022,5,P009,S03,Toys,East,246,52.142857142857146,54.089999999999996,32.46,2022-01-31,210.0,202.0,222.0,217.0,206.0,212.75,212.75,4.717808219178082,5320.979999999999
2022,5,P007,S04,Home Goods,West,278,64.14285714285714,54.37,32.62,2022-01-31,241.0,214.0,242.0,222.0,227.5,229.75,229.75,4.334075723830735,6046.5
2022,5,P006,S02,Clothing,South,113,28.0,40.8,24.48,2022-01-31,128.0,57.0,70.0,104.0,92.5,89.75,89.75,4.035714285714286,1844.1599999999996
2022,5,P007,S03,Home Goods,East,200,43.714285714285715,54.37,32.62,2022-01-31,210.0,238.0,193.0,175.0,224.0,204.0,204.0,4.57516339869281,4350.0
2022,5,P004,S04,Toys,West,166,23.571428571428573,27.59,16.56,2022-01-31,171.0,115.0,133.0,133.0,143.0,138.0,138.0,7.042424242424242,1830.9800000000002
2022,5,P001,S03,Clothing,East,44,7.428571428571429,17.76,10.66,2022-01-31,52.0,9.0,56.0,9.0,30.5,31.5,31.5,5.9230769230769225,312.4000000000001
2022,5,P004,S03,Toys,East,165,41.714285714285715,27.59,16.56,2022-01-31,160.0,124.0,82.0,130.0,142.0,124.0,124.0,3.9554794520547945,1819.9500000000003
2022,5,P010,S02,Electronics,South,268,54.285714285714285,61.28000000000001,36.77,2022-01-31,167.0,217.0,182.0,142.0,192.0,177.0,177.0,4.936842105263158,6568.680000000001
2022,6,P003,S04,Food,West,118,38.714285714285715,34.15,20.49,2022-02-07,85.0,144.0,88.0,126.0,114.5,110.75,106.0,3.047970479704797,1611.88
2022,6,P009,S04,Toys,West,375,70.0,54.089999999999996,32.46,2022-02-07,361.0,307.0,297.0,297.0,334.0,315.5,309.0,5.357142857142857,8111.249999999998
2022,6,P005,S03,Electronics,East,140,27.428571428571427,30.26,18.15,2022-02-07,159.0,115.0,123.0,138.0,137.0,133.75,121.6,5.104166666666667,1695.4000000000003
2022,6,P001,S02,Clothing,South,37,11.285714285714286,17.76,10.66,2022-02-07,57.0,28.0,32.0,44.0,42.5,40.25,39.4,3.2784810126582276,262.70000000000005
2022,6,P005,S05,Electronics,Central,252,41.57142857142857,30.26,18.15,2022-02-07,248.0,236.0,249.0,245.0,242.0,244.5,233.2,6.0618556701030935,3051.7200000000007
2022,6,P010,S05,Electronics,Central,491,106.14285714285714,61.28000000000001,36.77,2022-02-07,506.0,492.0,446.0,447.0,499.0,472.75,459.0,4.625841184387618,12034.410000000002
2022,6,P008,S02,Food,South,101,11.714285714285714,46.58,27.95,2022-02-07,157.0,104.0,123.0,119.0,130.5,125.75,126.0,8.621951219512196,1881.6299999999999
2022,6,P002,S03,Home Goods,East,65,15.142857142857142,17.62,10.570000000000002,2022-02-07,63.0,104.0,45.0,54.0,83.5,66.5,70.4,4.2924528301886795,458.24999999999994
2022,6,P002,S01,Home Goods,North,20,2.4285714285714284,17.62,10.570000000000002,2022-02-07,33.0,27.0,32.0,33.0,30.0,31.25,31.4,8.23529411764706,140.99999999999997
2022,6,P006,S02,Clothing,South,172,25.428571428571427,40.8,24.48,2022-02-07,113.0,128.0,57.0,70.0,120.5,92.0,94.4,6.764044943820225,2807.0399999999995
2022,6,P003,S05,Food,Central,167,41.42857142857143,34.15,20.49,2022-02-07,107.0,189.0,136.0,135.0,148.0,141.75,137.0,4.031034482758621,2281.22
2022,6,P007,S01,Home Goods,North,80,20.0,54.37,32.62,2022-02-07,67.0,31.0,89.0,66.0,49.0,63.25,63.4,4.0,1740.0
2022,6,P005,S01,Electronics,North,48,24.857142857142858,30.26,18.15,2022-02-07,68.0,97.0,39.0,51.0,82.5,63.75,57.0,1.9310344827586206,581.2800000000002
2022,6,P009,S05,Toys,Central,505,113.85714285714286,54.089999999999996,32.46,2022-02-07,450.0,407.0,377.0,341.0,428.5,393.75,395.2,4.435382685069008,10923.149999999998
2022,6,P009,S03,Toys,East,274,52.0,54.089999999999996,32.46,2022-02-07,246.0,210.0,202.0,222.0,228.0,220.0,219.4,5.269230769230769,5926.619999999999
2022,6,P010,S04,Electronics,West,395,77.28571428571429,61.28000000000001,36.77,2022-02-07,422.0,352.0,352.0,374.0,387.0,375.0,358.2,5.11090573012939,9681.450000000003
2022,6,P009,S01,Toys,North,136,25.714285714285715,54.089999999999996,32.46,2022-02-07,127.0,75.0,56.0,95.0,101.0,88.25,89.8,5.288888888888889,2941.6799999999994
2022,6,P001,S03,Clothing,East,31,8.857142857142858,17.76,10.66,2022-02-07,44.0,52.0,9.0,56.0,48.0,40.25,34.0,3.5,220.10000000000005
2022,6,P003,S01,Food,North,65,17.857142857142858,34.15,20.49,2022-02-07,29.0,61.0,46.0,64.0,45.0,50.0,51.8,3.6399999999999997,887.9
2022,6,P005,S02,Electronics,South,109,24.571428571428573,30.26,18.15,2022-02-07,66.0,95.0,98.0,112.0,80.5,92.75,85.6,4.436046511627906,1319.9900000000002
2022,6,P002,S02,Home Goods,South,69,4.714285714285714,17.62,10.570000000000002,2022-02-07,101.0,53.0,64.0,72.0,77.0,72.5,68.4,14.636363636363637,486.44999999999993
2022,6,P002,S05,Home Goods,Central,98,11.0,17.62,10.570000000000002,2022-02-07,116.0,90.0,97.0,65.0,103.0,92.0,91.2,8.909090909090908,690.8999999999999
2022,6,P001,S04,Clothing,West,36,10.142857142857142,17.76,10.66,2022-02-07,41.0,58.0,47.0,39.0,49.5,46.25,43.4,3.5492957746478875,255.60000000000005
2022,6,P006,S05,Clothing,Central,319,66.71428571428571,40.8,24.48,2022-02-07,311.0,284.0,272.0,274.0,297.5,285.25,273.6,4.781584582441114,5206.079999999999
2022,6,P003,S02,Food,South,60,15.285714285714286,34.15,20.49,2022-02-07,48.0,51.0,78.0,55.0,49.5,58.0,60.6,3.925233644859813,819.6
2022,6,P010,S03,Electronics,East,291,51.285714285714285,61.28000000000001,36.77,2022-02-07,303.0,273.0,273.0,218.0,288.0,266.75,270.2,5.674094707520892,7132.410000000002
2022,6,P008,S04,Food,West,288,60.714285714285715,46.58,27.95,2022-02-07,316.0,311.0,289.0,228.0,313.5,286.0,277.6,4.7435294117647056,5365.44
2022,6,P002,S04,Home Goods,West,108,32.57142857142857,17.62,10.570000000000002,2022-02-07,44.0,88.0,48.0,88.0,66.0,67.0,70.4,3.3157894736842106,761.3999999999999
2022,6,P006,S04,Clothing,West,242,61.285714285714285,40.8,24.48,2022-02-07,225.0,179.0,204.0,221.0,202.0,207.25,203.6,3.948717948717949,3949.439999999999
2022,6,P003,S03,Food,East,48,14.142857142857142,34.15,20.49,2022-02-07,88.0,104.0,92.0,102.0,96.0,96.5,90.2,3.393939393939394,655.6800000000001
2022,6,P006,S03,Clothing,East,172,35.714285714285715,40.8,24.48,2022-02-07,138.0,171.0,131.0,167.0,154.5,151.75,151.6,4.816,2807.0399999999995
2022,6,P009,S02,Toys,South,197,30.571428571428573,54.089999999999996,32.46,2022-02-07,142.0,174.0,111.0,180.0,158.0,151.75,145.4,6.443925233644859,4261.109999999999
2022,6,P008,S05,Food,Central,393,77.0,46.58,27.95,2022-02-07,425.0,366.0,359.0,302.0,395.5,363.0,362.0,5.103896103896104,7321.589999999999
2022,6,P008,S03,Food,East,205,51.857142857142854,46.58,27.95,2022-02-07,169.0,256.0,205.0,221.0,212.5,212.75,212.8,3.953168044077135,3819.1499999999996
2022,6,P004,S01,Toys,North,59,11.857142857142858,27.59,16.56,2022-02-07,62.0,60.0,44.0,41.0,61.0,51.75,45.6,4.975903614457831,650.7700000000001
2022,6,P006,S01,Clothing,North,44,13.285714285714286,40.8,24.48,2022-02-07,51.0,67.0,41.0,32.0,59.0,47.75,47.4,3.311827956989247,718.0799999999998
2022,6,P007,S02,Home Goods,South,130,31.285714285714285,54.37,32.62,2022-02-07,85.0,107.0,141.0,100.0,96.0,108.25,113.2,4.155251141552512,2827.5
2022,6,P007,S03,Home Goods,East,184,45.714285714285715,54.37,32.62,2022-02-07,200.0,210.0,238.0,193.0,205.0,210.25,203.2,4.0249999999999995,4002.0
2022,6,P001,S01,Clothing,North,16,6.714285714285714,17.76,10.66,2022-02-07,26.0,26.0,56.0,41.0,26.0,37.25,36.2,2.382978723404255,113.60000000000002
2022,6,P010,S01,Electronics,North,101,27.571428571428573,61.28000000000001,36.77,2022-02-07,93.0,102.0,101.0,77.0,97.5,93.25,89.6,3.6632124352331603,2475.5100000000007
2022,6,P004,S03,Toys,East,99,19.428571428571427,27.59,16.56,2022-02-07,165.0,160.0,124.0,82.0,162.5,132.75,132.2,5.095588235294118,1091.97
2022,6,P007,S05,Home Goods,Central,364,86.71428571428571,54.37,32.62,2022-02-07,345.0,317.0,311.0,253.0,331.0,306.5,289.0,4.197693574958814,7917.0
2022,6,P010,S02,Electronics,South,176,26.142857142857142,61.28000000000001,36.77,2022-02-07,268.0,167.0,217.0,182.0,217.5,208.5,195.2,6.73224043715847,4313.760000000001
2022,6,P004,S05,Toys,Central,188,29.857142857142858,27.59,16.56,2022-02-07,181.0,179.0,198.0,170.0,180.0,182.0,177.2,6.296650717703349,2073.6400000000003
2022,6,P007,S04,Home Goods,West,278,56.714285714285715,54.37,32.62,2022-02-07,278.0,241.0,214.0,242.0,259.5,243.75,239.4,4.9017632241813605,6046.5
2022,6,P001,S05,Clothing,Central,48,11.428571428571429,17.76,10.66,2022-02-07,84.0,61.0,33.0,53.0,72.5,57.75,56.2,4.2,340.80000000000007
2022,6,P008,S01,Food,North,55,5.571428571428571,46.58,27.95,2022-02-07,59.0,54.0,85.0,102.0,56.5,75.0,77.8,9.871794871794872,1024.6499999999999
2022,6,P004,S04,Toys,West,184,36.714285714285715,27.59,16.56,2022-02-07,166.0,171.0,115.0,133.0,168.5,146.25,143.6,5.011673151750973,2029.5200000000002
2022,6,P005,S04,Electronics,West,209,54.285714285714285,30.26,18.15,2022-02-07,208.0,162.0,174.0,107.0,185.0,162.75,155.8,3.85,2530.9900000000007
2022,6,P004,S02,Toys,South,89,22.714285714285715,27.59,16.56,2022-02-07,76.0,81.0,66.0,85.0,78.5,77.0,71.4,3.9182389937106916,981.6700000000001
2022,7,P007,S05,Home Goods,Central,386,89.28571428571429,54.37,32.62,2022-02-14,364.0,345.0,317.0,311.0,354.5,334.25,301.5,4.3232,8395.5
2022,7,P009,S03,Toys,East,320,77.85714285714286,54.089999999999996,32.46,2022-02-14,274.0,246.0,210.0,202.0,260.0,233.0,228.5,4.110091743119266,6921.5999999999985
2022,7,P009,S01,Toys,North,69,18.428571428571427,54.089999999999996,32.46,2022-02-14,136.0,127.0,75.0,56.0,131.5,98.5,97.5,3.7441860465116283,1492.4699999999998
2022,7,P008,S03,Food,East,220,40.57142857142857,46.58,27.95,2022-02-14,205.0,169.0,256.0,205.0,187.0,208.75,211.5,5.422535211267606,4098.599999999999
2022,7,P008,S05,Food,Central,401,83.28571428571429,46.58,27.95,2022-02-14,393.0,425.0,366.0,359.0,409.0,385.75,367.1666666666667,4.8147512864493995,7470.629999999999
2022,7,P005,S01,Electronics,North,54,15.857142857142858,30.26,18.15,2022-02-14,48.0,68.0,97.0,39.0,58.0,63.0,55.5,3.4054054054054053,653.9400000000002
2022,7,P010,S02,Electronics,South,197,42.57142857142857,61.28000000000001,36.77,2022-02-14,176.0,268.0,167.0,217.0,222.0,207.0,192.0,4.62751677852349,4828.470000000001
2022,7,P006,S03,Clothing,East,204,49.714285714285715,40.8,24.48,2022-02-14,172.0,138.0,171.0,131.0,155.0,153.0,155.0,4.1034482758620685,3329.2799999999993
2022,7,P005,S04,Electronics,West,138,20.714285714285715,30.26,18.15,2022-02-14,209.0,208.0,162.0,174.0,208.5,188.25,164.66666666666666,6.662068965517241,1671.1800000000005
2022,7,P006,S01,Clothing,North,79,31.142857142857142,40.8,24.48,2022-02-14,44.0,51.0,67.0,41.0,47.5,50.75,46.833333333333336,2.5366972477064222,1289.2799999999997
2022,7,P005,S02,Electronics,South,99,23.142857142857142,30.26,18.15,2022-02-14,109.0,66.0,95.0,98.0,87.5,92.0,89.5,4.277777777777778,1198.8900000000003
2022,7,P003,S01,Food,North,58,18.0,34.15,20.49,2022-02-14,65.0,29.0,61.0,46.0,47.0,50.25,54.0,3.2222222222222223,792.28
2022,7,P003,S02,Food,South,66,26.142857142857142,34.15,20.49,2022-02-14,60.0,48.0,51.0,78.0,54.0,59.25,60.5,2.5245901639344264,901.5600000000001
2022,7,P003,S03,Food,East,125,25.714285714285715,34.15,20.49,2022-02-14,48.0,88.0,104.0,92.0,68.0,83.0,83.16666666666667,4.861111111111111,1707.5
2022,7,P004,S05,Toys,Central,210,43.714285714285715,27.59,16.56,2022-02-14,188.0,181.0,179.0,198.0,184.5,186.5,179.0,4.803921568627451,2316.3
2022,7,P004,S02,Toys,South,112,29.571428571428573,27.59,16.56,2022-02-14,89.0,76.0,81.0,66.0,82.5,78.0,74.33333333333333,3.78743961352657,1235.3600000000001
2022,7,P008,S04,Food,West,327,88.0,46.58,27.95,2022-02-14,288.0,316.0,311.0,289.0,302.0,301.0,279.3333333333333,3.715909090909091,6092.009999999999
2022,7,P004,S03,Toys,East,109,32.285714285714285,27.59,16.56,2022-02-14,99.0,165.0,160.0,124.0,132.0,137.0,126.66666666666667,3.3761061946902657,1202.2700000000002
2022,7,P005,S05,Electronics,Central,249,58.0,30.26,18.15,2022-02-14,252.0,248.0,236.0,249.0,250.0,246.25,236.33333333333334,4.293103448275862,3015.390000000001
2022,7,P004,S04,Toys,West,195,35.57142857142857,27.59,16.56,2022-02-14,184.0,166.0,171.0,115.0,175.0,159.0,150.33333333333334,5.481927710843374,2150.8500000000004
2022,7,P009,S04,Toys,West,384,84.42857142857143,54.089999999999996,32.46,2022-02-14,375.0,361.0,307.0,297.0,368.0,335.0,320.0,4.548223350253807,8305.919999999998
2022,7,P009,S05,Toys,Central,450,97.71428571428571,54.089999999999996,32.46,2022-02-14,505.0,450.0,407.0,377.0,477.5,434.75,413.5,4.605263157894737,9733.499999999998
2022,7,P006,S04,Clothing,West,227,52.142857142857146,40.8,24.48,2022-02-14,242.0,225.0,179.0,204.0,233.5,212.5,210.0,4.353424657534246,3704.6399999999994
2022,7,P010,S04,Electronics,West,422,97.42857142857143,61.28000000000001,36.77,2022-02-14,395.0,422.0,352.0,352.0,408.5,380.25,364.3333333333333,4.331378299120234,10343.220000000003
2022,7,P003,S05,Food,Central,193,35.57142857142857,34.15,20.49,2022-02-14,167.0,107.0,189.0,136.0,137.0,149.75,142.0,5.42570281124498,2636.38
2022,7,P002,S05,Home Goods,Central,131,26.857142857142858,17.62,10.570000000000002,2022-02-14,98.0,116.0,90.0,97.0,107.0,100.25,92.33333333333333,4.877659574468085,923.5499999999998
2022,7,P007,S03,Home Goods,East,221,36.0,54.37,32.62,2022-02-14,184.0,200.0,210.0,238.0,192.0,208.0,200.0,6.138888888888889,4806.75
2022,7,P008,S01,Food,North,120,25.428571428571427,46.58,27.95,2022-02-14,55.0,59.0,54.0,85.0,57.0,63.25,74.0,4.719101123595506,2235.6
2022,7,P002,S01,Home Goods,North,32,14.428571428571429,17.62,10.570000000000002,2022-02-14,20.0,33.0,27.0,32.0,26.5,28.0,29.5,2.2178217821782176,225.59999999999997
2022,7,P002,S02,Home Goods,South,63,10.0,17.62,10.570000000000002,2022-02-14,69.0,101.0,53.0,64.0,85.0,71.75,68.5,6.3,444.1499999999999
2022,7,P010,S05,Electronics,Central,501,107.42857142857143,61.28000000000001,36.77,2022-02-14,491.0,506.0,492.0,446.0,498.5,483.75,464.3333333333333,4.663563829787234,12279.510000000002
2022,7,P004,S01,Toys,North,38,7.714285714285714,27.59,16.56,2022-02-14,59.0,62.0,60.0,44.0,60.5,56.25,47.833333333333336,4.925925925925926,419.14000000000004
2022,7,P008,S02,Food,South,182,28.0,46.58,27.95,2022-02-14,101.0,157.0,104.0,123.0,129.0,121.25,121.83333333333333,6.5,3390.66
2022,7,P006,S02,Clothing,South,158,34.285714285714285,40.8,24.48,2022-02-14,172.0,113.0,128.0,57.0,142.5,117.5,107.33333333333333,4.608333333333333,2578.5599999999995
2022,7,P009,S02,Toys,South,174,34.857142857142854,54.089999999999996,32.46,2022-02-14,197.0,142.0,174.0,111.0,169.5,156.0,154.0,4.991803278688525,3763.619999999999
2022,7,P005,S03,Electronics,East,200,55.285714285714285,30.26,18.15,2022-02-14,140.0,159.0,115.0,123.0,149.5,134.25,124.66666666666667,3.6175710594315245,2422.0000000000005
2022,7,P001,S02,Clothing,South,28,13.285714285714286,17.76,10.66,2022-02-14,37.0,57.0,28.0,32.0,47.0,38.5,39.0,2.10752688172043,198.80000000000004
2022,7,P001,S01,Clothing,North,12,7.857142857142857,17.76,10.66,2022-02-14,16.0,26.0,26.0,56.0,21.0,31.0,32.833333333333336,1.5272727272727273,85.20000000000002
2022,7,P001,S03,Clothing,East,39,11.142857142857142,17.76,10.66,2022-02-14,31.0,44.0,52.0,9.0,37.5,34.0,33.5,3.5,276.90000000000003
2022,7,P002,S03,Home Goods,East,56,9.571428571428571,17.62,10.570000000000002,2022-02-14,65.0,63.0,104.0,45.0,64.0,69.25,69.5,5.850746268656716,394.79999999999995
2022,7,P007,S04,Home Goods,West,287,70.28571428571429,54.37,32.62,2022-02-14,278.0,278.0,241.0,214.0,278.0,252.75,245.83333333333334,4.083333333333333,6242.25
2022,7,P007,S02,Home Goods,South,136,26.571428571428573,54.37,32.62,2022-02-14,130.0,85.0,107.0,141.0,107.5,115.75,116.0,5.118279569892473,2958.0
2022,7,P007,S01,Home Goods,North,68,25.571428571428573,54.37,32.62,2022-02-14,80.0,67.0,31.0,89.0,73.5,66.75,66.16666666666667,2.6592178770949717,1479.0
2022,7,P010,S01,Electronics,North,56,9.571428571428571,61.28000000000001,36.77,2022-02-14,101.0,93.0,102.0,101.0,97.0,99.25,91.5,5.850746268656716,1372.5600000000004
2022,7,P001,S05,Clothing,Central,88,14.714285714285714,17.76,10.66,2022-02-14,48.0,84.0,61.0,33.0,66.0,56.5,54.833333333333336,5.980582524271845,624.8000000000002
2022,7,P001,S04,Clothing,West,56,14.428571428571429,17.76,10.66,2022-02-14,36.0,41.0,58.0,47.0,38.5,45.5,42.166666666666664,3.881188118811881,397.6000000000001
2022,7,P006,S05,Clothing,Central,291,65.28571428571429,40.8,24.48,2022-02-14,319.0,311.0,284.0,272.0,315.0,296.5,281.1666666666667,4.457330415754923,4749.119999999999
2022,7,P010,S03,Electronics,East,303,64.42857142857143,61.28000000000001,36.77,2022-02-14,291.0,303.0,273.0,273.0,297.0,285.0,273.6666666666667,4.7028824833702885,7426.530000000002
2022,7,P003,S04,Food,West,96,18.0,34.15,20.49,2022-02-14,118.0,85.0,144.0,88.0,101.5,108.75,108.0,5.333333333333333,1311.3600000000001
2022,7,P002,S04,Home Goods,West,125,25.571428571428573,17.62,10.570000000000002,2022-02-14,108.0,44.0,88.0,48.0,76.0,72.0,76.66666666666667,4.888268156424581,881.2499999999999
2022,8,P005,S02,Electronics,South,98,19.714285714285715,30.26,18.15,2022-02-21,99.0,109.0,66.0,95.0,104.0,92.25,90.85714285714286,4.971014492753623,1186.7800000000002
2022,8,P006,S03,Clothing,East,171,30.0,40.8,24.48,2022-02-21,204.0,172.0,138.0,171.0,188.0,171.25,162.0,5.7,2790.7199999999993
2022,8,P003,S05,Food,Central,157,28.857142857142858,34.15,20.49,2022-02-21,193.0,167.0,107.0,189.0,180.0,164.0,149.28571428571428,5.4405940594059405,2144.62
2022,8,P009,S04,Toys,West,396,82.0,54.089999999999996,32.46,2022-02-21,384.0,375.0,361.0,307.0,379.5,356.75,329.14285714285717,4.829268292682927,8565.479999999998
2022,8,P003,S01,Food,North,35,9.714285714285714,34.15,20.49,2022-02-21,58.0,65.0,29.0,61.0,61.5,53.25,54.57142857142857,3.6029411764705883,478.1
2022,8,P006,S01,Clothing,North,69,12.857142857142858,40.8,24.48,2022-02-21,79.0,44.0,51.0,67.0,61.5,60.25,51.42857142857143,5.366666666666666,1126.0799999999997
