Date,Product_ID,Store_ID,Sales_Quantity,Inventory_Level
2022-01-03,P008,S01,22,4
2022-01-03,P008,S02,28,42
2022-01-03,P008,S03,14,30
2022-01-03,P008,S04,34,38
2022-01-03,P008,S05,41,53
2022-01-03,P009,S01,10,28
2022-01-03,P009,S02,34,26
2022-01-03,P009,S03,49,34
2022-01-03,P009,S04,35,64
2022-01-03,P009,S05,49,61
2022-01-03,P010,S01,8,2
2022-01-03,P010,S02,14,37
2022-01-03,P010,S03,34,37
2022-01-03,P010,S04,50,81
2022-01-03,P010,S05,59,101
2022-01-04,P001,S01,0,0
2022-01-04,P001,S02,9,25
2022-01-04,P001,S03,2,5
2022-01-04,P001,S04,16,12
2022-01-04,P001,S05,10,10
2022-01-04,P002,S01,0,21
2022-01-04,P002,S02,12,34
2022-01-04,P002,S03,19,28
2022-01-04,P002,S04,15,16
2022-01-04,P002,S05,13,16
2022-01-04,P003,S01,4,17
2022-01-04,P003,S02,0,41
2022-01-04,P003,S03,0,0
2022-01-04,P003,S04,24,51
2022-01-04,P003,S05,21,44
2022-01-04,P004,S01,4,0
2022-01-04,P004,S02,9,0
2022-01-04,P004,S03,22,30
2022-01-04,P004,S04,8,5
2022-01-04,P004,S05,24,24
2022-01-04,P005,S01,0,4
2022-01-04,P005,S02,12,7
2022-01-04,P005,S03,10,19
2022-01-04,P005,S04,6,0
2022-01-04,P005,S05,18,22
2022-01-04,P006,S01,9,43
2022-01-04,P006,S02,21,28
2022-01-04,P006,S03,18,6
2022-01-04,P006,S04,24,30
2022-01-04,P006,S05,34,34
2022-01-04,P007,S01,12,48
2022-01-04,P007,S02,13,27
2022-01-04,P007,S03,28,33
2022-01-04,P007,S04,31,46
2022-01-04,P007,S05,37,40
2022-01-04,P008,S01,8,21
2022-01-04,P008,S02,31,65
2022-01-04,P008,S03,46,53
2022-01-04,P008,S04,42,66
2022-01-04,P008,S05,63,78
2022-01-04,P009,S01,0,0
2022-01-04,P009,S02,0,0
2022-01-04,P009,S03,20,33
2022-01-04,P009,S04,40,97
2022-01-04,P009,S05,56,72
2022-01-04,P010,S01,1,11
2022-01-04,P010,S02,7,47
2022-01-04,P010,S03,43,55
2022-01-04,P010,S04,24,63
2022-01-04,P010,S05,50,99
2022-01-05,P001,S01,0,0
2022-01-05,P001,S02,2,3
2022-01-05,P001,S03,0,12
2022-01-05,P001,S04,0,0
2022-01-05,P001,S05,6,19
2022-01-05,P002,S01,9,0
2022-01-05,P002,S02,0,25
2022-01-05,P002,S03,9,0
2022-01-05,P002,S04,23,36
2022-01-05,P002,S05,22,34
2022-01-05,P003,S01,23,69
2022-01-05,P003,S02,3,23
2022-01-05,P003,S03,15,49
2022-01-05,P003,S04,2,16
2022-01-05,P003,S05,26,3
2022-01-05,P004,S01,0,0
2022-01-05,P004,S02,5,21
2022-01-05,P004,S03,27,41
2022-01-05,P004,S04,33,21
2022-01-05,P004,S05,3,3
2022-01-05,P005,S01,9,12
2022-01-05,P005,S02,0,0
2022-01-05,P005,S03,2,16
2022-01-05,P005,S04,24,17
2022-01-05,P005,S05,21,10
2022-01-05,P006,S01,5,26
2022-01-05,P006,S02,2,13
2022-01-05,P006,S03,13,3
2022-01-05,P006,S04,24,15
2022-01-05,P006,S05,26,15
2022-01-05,P007,S01,27,41
2022-01-05,P007,S02,7,14
2022-01-05,P007,S03,20,25
2022-01-05,P007,S04,35,67
2022-01-05,P007,S05,31,34
2022-01-05,P008,S01,5,0
2022-01-05,P008,S02,1,28
2022-01-05,P008,S03,41,56
2022-01-05,P008,S04,39,64
2022-01-05,P008,S05,72,130
2022-01-05,P009,S01,8,0
2022-01-05,P009,S02,2,7
2022-01-05,P009,S03,20,1
2022-01-05,P009,S04,31,24
2022-01-05,P009,S05,64,113
2022-01-05,P010,S01,10,44
2022-01-05,P010,S02,21,14
2022-01-05,P010,S03,46,79
2022-01-05,P010,S04,31,42
2022-01-05,P010,S05,43,36
2022-01-06,P001,S01,10,53
2022-01-06,P001,S02,0,11
2022-01-06,P001,S03,0,0
2022-01-06,P001,S04,0,0
2022-01-06,P001,S05,5,0
2022-01-06,P002,S01,4,4
2022-01-06,P002,S02,1,0
2022-01-06,P002,S03,0,15
2022-01-06,P002,S04,13,0
2022-01-06,P002,S05,11,31
2022-01-06,P003,S01,0,10
2022-01-06,P003,S02,0,11
2022-01-06,P003,S03,1,0
2022-01-06,P003,S04,0,0
2022-01-06,P003,S05,18,8
2022-01-06,P004,S01,10,0
2022-01-06,P004,S02,7,0
2022-01-06,P004,S03,6,9
2022-01-06,P004,S04,8,4
2022-01-06,P004,S05,31,34
2022-01-06,P005,S01,13,0
2022-01-06,P005,S02,15,51
2022-01-06,P005,S03,0,0
2022-01-06,P005,S04,27,36
2022-01-06,P005,S05,30,32
2022-01-06,P006,S01,7,7
2022-01-06,P006,S02,24,41
2022-01-06,P006,S03,22,24
2022-01-06,P006,S04,20,21
2022-01-06,P006,S05,35,44
2022-01-06,P007,S01,10,56
2022-01-06,P007,S02,23,27
2022-01-06,P007,S03,34,42
2022-01-06,P007,S04,9,0
2022-01-06,P007,S05,18,19
2022-01-06,P008,S01,8,45
2022-01-06,P008,S02,20,25
2022-01-06,P008,S03,33,5
2022-01-06,P008,S04,36,69
2022-01-06,P008,S05,27,63
2022-01-06,P009,S01,12,9
2022-01-06,P009,S02,25,82
2022-01-06,P009,S03,30,49
2022-01-06,P009,S04,33,32
2022-01-06,P009,S05,56,66
2022-01-06,P010,S01,11,6
2022-01-06,P010,S02,26,45
2022-01-06,P010,S03,42,52
2022-01-06,P010,S04,39,38
2022-01-06,P010,S05,48,79
2022-01-07,P001,S01,8,0
2022-01-07,P001,S02,10,42
2022-01-07,P001,S03,7,48
2022-01-07,P001,S04,0,0
2022-01-07,P001,S05,0,29
2022-01-07,P002,S01,8,10
2022-01-07,P002,S02,7,0
2022-01-07,P002,S03,30,47
2022-01-07,P002,S04,9,28
2022-01-07,P002,S05,15,26
2022-01-07,P003,S01,0,9
2022-01-07,P003,S02,25,64
2022-01-07,P003,S03,25,27
2022-01-07,P003,S04,2,0
2022-01-07,P003,S05,16,45
2022-01-07,P004,S01,0,30
2022-01-07,P004,S02,6,0
2022-01-07,P004,S03,2,0
2022-01-07,P004,S04,25,38
2022-01-07,P004,S05,8,0
2022-01-07,P005,S01,2,36
2022-01-07,P005,S02,8,0
2022-01-07,P005,S03,13,14
2022-01-07,P005,S04,0,0
2022-01-07,P005,S05,24,49
2022-01-07,P006,S01,24,58
2022-01-07,P006,S02,10,0
2022-01-07,P006,S03,45,68
2022-01-07,P006,S04,25,37
2022-01-07,P006,S05,34,48
2022-01-07,P007,S01,1,0
2022-01-07,P007,S02,14,10
2022-01-07,P007,S03,15,24
2022-01-07,P007,S04,27,70
2022-01-07,P007,S05,11,38
2022-01-07,P008,S01,21,0
2022-01-07,P008,S02,13,12
2022-01-07,P008,S03,11,0
2022-01-07,P008,S04,23,69
2022-01-07,P008,S05,52,103
2022-01-07,P009,S01,16,1
2022-01-07,P009,S02,14,30
2022-01-07,P009,S03,16,38
2022-01-07,P009,S04,36,46
2022-01-07,P009,S05,55,91
2022-01-07,P010,S01,7,33
2022-01-07,P010,S02,10,27
2022-01-07,P010,S03,38,50
2022-01-07,P010,S04,46,43
2022-01-07,P010,S05,62,89
2022-01-08,P001,S01,0,20
2022-01-08,P001,S02,0,0
2022-01-08,P001,S03,0,12
2022-01-08,P001,S04,0,35
2022-01-08,P001,S05,0,33
2022-01-08,P002,S01,4,4
2022-01-08,P002,S02,0,7
2022-01-08,P002,S03,7,32
2022-01-08,P002,S04,11,19
2022-01-08,P002,S05,9,12
2022-01-08,P003,S01,6,0
2022-01-08,P003,S02,0,14
2022-01-08,P003,S03,13,15
2022-01-08,P003,S04,15,29
2022-01-08,P003,S05,14,5
2022-01-08,P004,S01,7,0
2022-01-08,P004,S02,14,0
2022-01-08,P004,S03,25,46
2022-01-08,P004,S04,23,54
2022-01-08,P004,S05,42,83
2022-01-08,P005,S01,0,0
2022-01-08,P005,S02,6,9
2022-01-08,P005,S03,24,21
2022-01-08,P005,S04,27,25
2022-01-08,P005,S05,26,10
2022-01-08,P006,S01,0,0
2022-01-08,P006,S02,5,28
2022-01-08,P006,S03,13,72
2022-01-08,P006,S04,36,57
2022-01-08,P006,S05,30,59
2022-01-08,P007,S01,3,6
2022-01-08,P007,S02,43,62
2022-01-08,P007,S03,38,42
2022-01-08,P007,S04,36,89
2022-01-08,P007,S05,39,94
2022-01-08,P008,S01,17,14
2022-01-08,P008,S02,27,59
2022-01-08,P008,S03,37,24
2022-01-08,P008,S04,34,46
2022-01-08,P008,S05,51,88
2022-01-08,P009,S01,13,0
2022-01-08,P009,S02,27,52
2022-01-08,P009,S03,40,81
2022-01-08,P009,S04,55,91
2022-01-08,P009,S05,57,52
2022-01-08,P010,S01,17,29
2022-01-08,P010,S02,28,16
2022-01-08,P010,S03,28,63
2022-01-08,P010,S04,51,90
2022-01-08,P010,S05,65,98
2022-01-09,P001,S01,10,4
2022-01-09,P001,S02,3,0
2022-01-09,P001,S03,0,0
2022-01-09,P001,S04,7,0
2022-01-09,P001,S05,19,10
2022-01-09,P002,S01,0,0
2022-01-09,P002,S02,19,32
2022-01-09,P002,S03,18,0
2022-01-09,P002,S04,13,37
2022-01-09,P002,S05,13,40
2022-01-09,P003,S01,0,28
2022-01-09,P003,S02,30,37
2022-01-09,P003,S03,7,39
2022-01-09,P003,S04,31,36
2022-01-09,P003,S05,15,16
2022-01-09,P004,S01,0,0
2022-01-09,P004,S02,0,0
2022-01-09,P004,S03,15,27
2022-01-09,P004,S04,36,34
2022-01-09,P004,S05,36,49
2022-01-09,P005,S01,6,22
2022-01-09,P005,S02,1,9
2022-01-09,P005,S03,21,41
2022-01-09,P005,S04,29,92
2022-01-09,P005,S05,26,28
2022-01-09,P006,S01,1,0
2022-01-09,P006,S02,9,37
2022-01-09,P006,S03,37,44
2022-01-09,P006,S04,23,43
2022-01-09,P006,S05,33,62
2022-01-09,P007,S01,11,0
2022-01-09,P007,S02,33,85
2022-01-09,P007,S03,21,23
2022-01-09,P007,S04,39,65
2022-01-09,P007,S05,52,118
2022-01-09,P008,S01,8,0
2022-01-09,P008,S02,7,0
2022-01-09,P008,S03,31,82
2022-01-09,P008,S04,36,58
2022-01-09,P008,S05,52,101
2022-01-09,P009,S01,37,44
2022-01-09,P009,S02,18,47
2022-01-09,P009,S03,42,99
2022-01-09,P009,S04,53,72
2022-01-09,P009,S05,64,118
2022-01-09,P010,S01,21,41
2022-01-09,P010,S02,36,77
2022-01-09,P010,S03,53,92
2022-01-09,P010,S04,50,77
2022-01-09,P010,S05,77,99
2022-01-10,P001,S01,4,0
2022-01-10,P001,S02,2,28
2022-01-10,P001,S03,5,8
2022-01-10,P001,S04,0,14
2022-01-10,P001,S05,11,59
2022-01-10,P002,S01,0,4
2022-01-10,P002,S02,6,40
2022-01-10,P002,S03,5,13
2022-01-10,P002,S04,14,24
2022-01-10,P002,S05,6,12
2022-01-10,P003,S01,14,0
2022-01-10,P003,S02,7,0
2022-01-10,P003,S03,21,1
2022-01-10,P003,S04,7,18
2022-01-10,P003,S05,32,46
2022-01-10,P004,S01,0,37
2022-01-10,P004,S02,0,0
2022-01-10,P004,S03,17,15
2022-01-10,P004,S04,7,24
2022-01-10,P004,S05,24,24
2022-01-10,P005,S01,0,17
2022-01-10,P005,S02,17,23
2022-01-10,P005,S03,35,31
2022-01-10,P005,S04,6,0
2022-01-10,P005,S05,27,45
2022-01-10,P006,S01,4,13
2022-01-10,P006,S02,0,28
2022-01-10,P006,S03,19,50
2022-01-10,P006,S04,29,52
2022-01-10,P006,S05,38,65
2022-01-10,P007,S01,14,47
2022-01-10,P007,S02,17,39
2022-01-10,P007,S03,22,61
2022-01-10,P007,S04,24,72
2022-01-10,P007,S05,38,28
2022-01-10,P008,S01,10,1
2022-01-10,P008,S02,26,25
2022-01-10,P008,S03,22,0
2022-01-10,P008,S04,30,0
2022-01-10,P008,S05,28,57
2022-01-10,P009,S01,17,34
2022-01-10,P009,S02,10,14
2022-01-10,P009,S03,29,20
2022-01-10,P009,S04,54,98
2022-01-10,P009,S05,47,71
2022-01-10,P010,S01,13,0
2022-01-10,P010,S02,19,14
2022-01-10,P010,S03,23,28
2022-01-10,P010,S04,62,105
2022-01-10,P010,S05,49,84
2022-01-11,P001,S01,15,40
2022-01-11,P001,S02,2,0
2022-01-11,P001,S03,10,22
2022-01-11,P001,S04,13,32
2022-01-11,P001,S05,16,13
2022-01-11,P002,S01,15,26
2022-01-11,P002,S02,25,23
2022-01-11,P002,S03,24,39
2022-01-11,P002,S04,2,0
2022-01-11,P002,S05,7,18
2022-01-11,P003,S01,8,0
2022-01-11,P003,S02,6,51
2022-01-11,P003,S03,27,49
2022-01-11,P003,S04,13,21
2022-01-11,P003,S05,22,12
2022-01-11,P004,S01,1,0
2022-01-11,P004,S02,12,30
2022-01-11,P004,S03,8,43
2022-01-11,P004,S04,5,0
2022-01-11,P004,S05,24,56
2022-01-11,P005,S01,22,23
2022-01-11,P005,S02,21,30
2022-01-11,P005,S03,14,38
2022-01-11,P005,S04,28,10
2022-01-11,P005,S05,42,90
2022-01-11,P006,S01,0,7
2022-01-11,P006,S02,18,32
2022-01-11,P006,S03,14,7
2022-01-11,P006,S04,26,62
2022-01-11,P006,S05,38,49
2022-01-11,P007,S01,15,0
2022-01-11,P007,S02,27,5
2022-01-11,P007,S03,19,6
2022-01-11,P007,S04,18,50
2022-01-11,P007,S05,34,57
2022-01-11,P008,S01,8,21
2022-01-11,P008,S02,18,1
2022-01-11,P008,S03,36,44
2022-01-11,P008,S04,20,21
2022-01-11,P008,S05,59,105
2022-01-11,P009,S01,6,2
2022-01-11,P009,S02,16,65
2022-01-11,P009,S03,33,58
2022-01-11,P009,S04,50,79
2022-01-11,P009,S05,47,66
2022-01-11,P010,S01,10,14
2022-01-11,P010,S02,29,44
2022-01-11,P010,S03,40,58
2022-01-11,P010,S04,45,27
2022-01-11,P010,S05,64,102
2022-01-12,P001,S01,11,0
2022-01-12,P001,S02,23,31
2022-01-12,P001,S03,14,0
2022-01-12,P001,S04,10,0
2022-01-12,P001,S05,0,38
2022-01-12,P002,S01,0,4
2022-01-12,P002,S02,13,29
2022-01-12,P002,S03,8,19
2022-01-12,P002,S04,33,48
2022-01-12,P002,S05,13,40
2022-01-12,P003,S01,14,44
2022-01-12,P003,S02,13,0
2022-01-12,P003,S03,26,16
2022-01-12,P003,S04,16,8
2022-01-12,P003,S05,16,30
2022-01-12,P004,S01,7,18
2022-01-12,P004,S02,25,46
2022-01-12,P004,S03,11,35
2022-01-12,P004,S04,29,18
2022-01-12,P004,S05,28,56
2022-01-12,P005,S01,2,30
2022-01-12,P005,S02,9,16
2022-01-12,P005,S03,15,22
2022-01-12,P005,S04,11,0
2022-01-12,P005,S05,44,49
2022-01-12,P006,S01,0,0
2022-01-12,P006,S02,7,0
2022-01-12,P006,S03,36,74
2022-01-12,P006,S04,20,75
2022-01-12,P006,S05,43,58
2022-01-12,P007,S01,0,45
2022-01-12,P007,S02,1,0
2022-01-12,P007,S03,33,98
2022-01-12,P007,S04,45,78
2022-01-12,P007,S05,45,84
2022-01-12,P008,S01,16,29
2022-01-12,P008,S02,19,27
2022-01-12,P008,S03,19,22
2022-01-12,P008,S04,19,26
2022-01-12,P008,S05,35,30
2022-01-12,P009,S01,11,44
2022-01-12,P009,S02,29,12
2022-01-12,P009,S03,20,48
2022-01-12,P009,S04,30,40
2022-01-12,P009,S05,56,64
2022-01-12,P010,S01,12,0
2022-01-12,P010,S02,16,30
2022-01-12,P010,S03,17,34
2022-01-12,P010,S04,44,77
2022-01-12,P010,S05,58,114
2022-01-13,P001,S01,2,0
2022-01-13,P001,S02,3,15
2022-01-13,P001,S03,3,5
2022-01-13,P001,S04,0,0
2022-01-13,P001,S05,0,34
2022-01-13,P002,S01,0,0
2022-01-13,P002,S02,0,17
2022-01-13,P002,S03,3,29
2022-01-13,P002,S04,2,8
2022-01-13,P002,S05,2,45
2022-01-13,P003,S01,0,6
2022-01-13,P003,S02,13,27
2022-01-13,P003,S03,8,9
2022-01-13,P003,S04,14,18
2022-01-13,P003,S05,26,83
2022-01-13,P004,S01,0,0
2022-01-13,P004,S02,8,63
2022-01-13,P004,S03,5,40
2022-01-13,P004,S04,34,39
2022-01-13,P004,S05,28,74
2022-01-13,P005,S01,1,0
2022-01-13,P005,S02,5,0
2022-01-13,P005,S03,10,0
2022-01-13,P005,S04,23,19
2022-01-13,P005,S05,30,13
2022-01-13,P006,S01,10,31
2022-01-13,P006,S02,0,7
2022-01-13,P006,S03,32,23
2022-01-13,P006,S04,43,72
2022-01-13,P006,S05,26,37
2022-01-13,P007,S01,13,21
2022-01-13,P007,S02,21,13
2022-01-13,P007,S03,25,9
2022-01-13,P007,S04,30,26
2022-01-13,P007,S05,32,72
2022-01-13,P008,S01,19,40
2022-01-13,P008,S02,7,4
2022-01-13,P008,S03,39,61
2022-01-13,P008,S04,59,96
2022-01-13,P008,S05,47,64
2022-01-13,P009,S01,11,13
2022-01-13,P009,S02,27,59
2022-01-13,P009,S03,22,6
2022-01-13,P009,S04,22,43
2022-01-13,P009,S05,39,15
2022-01-13,P010,S01,15,72
2022-01-13,P010,S02,22,49
2022-01-13,P010,S03,34,49
2022-01-13,P010,S04,54,75
2022-01-13,P010,S05,59,94
2022-01-14,P001,S01,0,19
2022-01-14,P001,S02,0,0
2022-01-14,P001,S03,8,0
2022-01-14,P001,S04,4,5
2022-01-14,P001,S05,16,33
2022-01-14,P002,S01,2,19
2022-01-14,P002,S02,18,38
2022-01-14,P002,S03,6,0
2022-01-14,P002,S04,0,0
2022-01-14,P002,S05,5,3
2022-01-14,P003,S01,3,15
2022-01-14,P003,S02,6,18
2022-01-14,P003,S03,10,0
2022-01-14,P003,S04,4,3
2022-01-14,P003,S05,5,19
2022-01-14,P004,S01,19,52
2022-01-14,P004,S02,7,40
2022-01-14,P004,S03,15,15
2022-01-14,P004,S04,12,11
2022-01-14,P004,S05,18,30
2022-01-14,P005,S01,7,10
2022-01-14,P005,S02,15,46
2022-01-14,P005,S03,26,9
2022-01-14,P005,S04,0,18
2022-01-14,P005,S05,14,16
2022-01-14,P006,S01,0,0
2022-01-14,P006,S02,19,43
2022-01-14,P006,S03,14,0
2022-01-14,P006,S04,21,39
2022-01-14,P006,S05,19,32
2022-01-14,P007,S01,7,22
2022-01-14,P007,S02,17,6
2022-01-14,P007,S03,35,49
2022-01-14,P007,S04,31,27
2022-01-14,P007,S05,35,34
2022-01-14,P008,S01,7,44
2022-01-14,P008,S02,4,0
2022-01-14,P008,S03,42,58
2022-01-14,P008,S04,29,64
2022-01-14,P008,S05,39,95
2022-01-14,P009,S01,17,15
2022-01-14,P009,S02,42,50
2022-01-14,P009,S03,38,62
2022-01-14,P009,S04,54,112
2022-01-14,P009,S05,51,61
2022-01-14,P010,S01,16,10
2022-01-14,P010,S02,42,65
2022-01-14,P010,S03,30,48
2022-01-14,P010,S04,32,28
2022-01-14,P010,S05,69,90
2022-01-15,P001,S01,0,10
2022-01-15,P001,S02,14,35
2022-01-15,P001,S03,14,5
2022-01-15,P001,S04,0,30
2022-01-15,P001,S05,3,0
2022-01-15,P002,S01,16,35
2022-01-15,P002,S02,10,58
2022-01-15,P002,S03,1,20
2022-01-15,P002,S04,11,21
2022-01-15,P002,S05,29,53
2022-01-15,P003,S01,9,34
2022-01-15,P003,S02,4,0
2022-01-15,P003,S03,2,0
2022-01-15,P003,S04,37,33
2022-01-15,P003,S05,18,21
2022-01-15,P004,S01,8,28
2022-01-15,P004,S02,19,16
2022-01-15,P004,S03,14,26
2022-01-15,P004,S04,19,60
2022-01-15,P004,S05,32,62
2022-01-15,P005,S01,13,42
2022-01-15,P005,S02,15,0
2022-01-15,P005,S03,24,22
2022-01-15,P005,S04,22,44
2022-01-15,P005,S05,46,69
2022-01-15,P006,S01,11,50
2022-01-15,P006,S02,19,80
2022-01-15,P006,S03,30,9
2022-01-15,P006,S04,40,67
2022-01-15,P006,S05,54,94
2022-01-15,P007,S01,8,0
2022-01-15,P007,S02,17,8
2022-01-15,P007,S03,23,46
2022-01-15,P007,S04,55,90
2022-01-15,P007,S05,36,62
2022-01-15,P008,S01,23,22
2022-01-15,P008,S02,20,30
2022-01-15,P008,S03,25,50
2022-01-15,P008,S04,43,72
2022-01-15,P008,S05,46,60
2022-01-15,P009,S01,19,21
2022-01-15,P009,S02,42,55
2022-01-15,P009,S03,39,77
2022-01-15,P009,S04,35,17
2022-01-15,P009,S05,47,95
2022-01-15,P010,S01,8,63
2022-01-15,P010,S02,22,36
2022-01-15,P010,S03,56,124
2022-01-15,P010,S04,75,136
2022-01-15,P010,S05,79,130
2022-01-16,P001,S01,9,2
2022-01-16,P001,S02,0,0
2022-01-16,P001,S03,2,0
2022-01-16,P001,S04,12,37
2022-01-16,P001,S05,7,40
2022-01-16,P002,S01,0,0
2022-01-16,P002,S02,0,0
2022-01-16,P002,S03,7,8
2022-01-16,P002,S04,26,51
2022-01-16,P002,S05,3,41
2022-01-16,P003,S01,16,35
2022-01-16,P003,S02,6,0
2022-01-16,P003,S03,8,33
2022-01-16,P003,S04,35,83
2022-01-16,P003,S05,16,1
2022-01-16,P004,S01,6,0
2022-01-16,P004,S02,14,18
2022-01-16,P004,S03,12,0
2022-01-16,P004,S04,27,29
2022-01-16,P004,S05,16,0
2022-01-16,P005,S01,6,44
2022-01-16,P005,S02,30,35
2022-01-16,P005,S03,14,30
2022-01-16,P005,S04,17,31
2022-01-16,P005,S05,42,87
2022-01-16,P006,S01,7,6
2022-01-16,P006,S02,7,0
2022-01-16,P006,S03,22,40
2022-01-16,P006,S04,42,46
2022-01-16,P006,S05,56,78
2022-01-16,P007,S01,9,0
2022-01-16,P007,S02,0,17
2022-01-16,P007,S03,36,48
2022-01-16,P007,S04,39,68
2022-01-16,P007,S05,33,38
2022-01-16,P008,S01,19,3
2022-01-16,P008,S02,25,10
2022-01-16,P008,S03,38,56
2022-01-16,P008,S04,28,65
2022-01-16,P008,S05,48,55
2022-01-16,P009,S01,14,43
2022-01-16,P009,S02,14,22
2022-01-16,P009,S03,41,75
2022-01-16,P009,S04,52,70
2022-01-16,P009,S05,54,82
2022-01-16,P010,S01,3,0
2022-01-16,P010,S02,32,66
2022-01-16,P010,S03,18,6
2022-01-16,P010,S04,62,134
2022-01-16,P010,S05,69,88
2022-01-17,P001,S01,0,27
2022-01-17,P001,S02,0,0
2022-01-17,P001,S03,0,0
2022-01-17,P001,S04,5,39
2022-01-17,P001,S05,9,8
2022-01-17,P002,S01,0,0
2022-01-17,P002,S02,13,17
2022-01-17,P002,S03,5,71
2022-01-17,P002,S04,12,2
2022-01-17,P002,S05,7,33
2022-01-17,P003,S01,4,0
2022-01-17,P003,S02,16,10
2022-01-17,P003,S03,29,65
2022-01-17,P003,S04,9,39
2022-01-17,P003,S05,18,44
2022-01-17,P004,S01,9,0
2022-01-17,P004,S02,2,23
2022-01-17,P004,S03,10,6
2022-01-17,P004,S04,9,21
