Date,Product_ID,Store_ID,Sales_Quantity,Inventory_Level
2022-03-11,P008,S04,53,99
2022-10-31,P005,S01,0,0
2022-10-14,P003,S05,14,24
2022-03-30,P010,S04,69,109
2023-07-26,P002,S04,0,0
2023-10-22,P005,S02,12,38
2022-08-25,P006,S03,9,9
2022-03-30,P002,S01,4,12
2022-03-31,P003,S04,5,1
2022-01-02,P007,S04,42,100
2022-10-17,P007,S01,0,38
2022-04-24,P008,S02,32,42
2023-10-09,P001,S02,0,0
2022-08-31,P008,S05,5,0
2023-02-27,P009,S05,68,93
2022-04-05,P009,S01,20,21
2022-03-18,P004,S04,14,13
2023-11-16,P001,S03,0,0
2023-09-28,P001,S04,12,0
2022-02-04,P003,S01,0,0
2023-10-13,P010,S03,16,43
2023-04-18,P005,S02,15,28
2023-01-19,P001,S01,3,0
2022-02-15,P006,S01,22,49
2022-07-22,P005,S05,18,16
2022-07-14,P002,S04,0,0
2022-09-19,P006,S04,0,2
2022-09-10,P010,S05,26,63
2022-10-05,P005,S05,4,0
2022-05-25,P002,S05,23,9
2023-09-19,P002,S01,0,0
2022-01-06,P005,S04,27,36
2023-05-23,P008,S04,50,108
2022-05-23,P007,S04,44,83
2022-06-29,P004,S02,17,25
2023-04-26,P006,S04,35,37
2022-07-10,P001,S05,13,23
2022-03-01,P005,S05,21,1
2023-09-28,P005,S01,0,0
2023-11-27,P009,S04,41,46
2023-12-11,P010,S03,25,27
2023-08-25,P004,S04,15,12
2022-10-29,P005,S04,18,51
2022-12-02,P001,S01,0,14
2022-05-22,P009,S02,28,29
2022-10-30,P009,S05,22,32
2022-07-25,P001,S01,0,14
2023-12-14,P007,S01,0,0
2023-03-02,P006,S04,31,22
2023-03-26,P005,S05,40,50
2023-10-05,P008,S03,18,13
2022-10-15,P003,S04,0,24
2023-06-26,P008,S03,17,43
2023-04-16,P009,S04,71,145
2023-08-04,P008,S05,29,86
2023-11-14,P005,S04,0,3
2023-03-19,P005,S02,24,38
2023-09-16,P005,S03,21,40
2022-04-23,P006,S03,30,57
2023-09-19,P009,S03,4,0
2023-06-01,P001,S03,8,23
2022-03-13,P004,S02,20,31
2022-10-24,P003,S03,2,1
2022-07-15,P005,S05,4,11
2023-06-25,P002,S05,16,27
2023-07-10,P003,S01,0,40
2022-02-18,P010,S04,41,39
2022-10-07,P001,S04,0,0
2023-10-03,P007,S01,0,1
2022-06-11,P009,S05,65,112
2022-11-12,P004,S05,0,42
2022-08-23,P003,S01,21,61
2023-06-11,P003,S02,20,30
2022-08-13,P009,S04,5,13
2023-11-02,P006,S05,0,1
2022-12-01,P005,S02,0,0
2022-05-08,P008,S04,46,94
2022-09-08,P002,S04,0,0
2022-03-22,P007,S03,24,37
2023-05-01,P002,S03,13,3
2022-06-21,P003,S01,1,0
2022-08-30,P007,S02,11,35
2022-01-06,P003,S04,0,0
2023-04-18,P003,S05,18,12
2022-04-27,P005,S05,40,79
2023-03-06,P002,S05,15,57
2023-02-01,P007,S02,21,58
2023-12-05,P004,S01,13,31
2022-05-30,P010,S01,26,57
2022-11-07,P009,S02,17,2
2022-09-26,P005,S05,1,24
2023-05-14,P003,S02,15,7
2023-09-17,P006,S05,15,8
2022-08-13,P004,S01,0,20
2023-10-23,P005,S03,0,0
2023-06-01,P008,S01,0,0
2023-09-26,P001,S05,2,6
2022-08-08,P009,S04,28,57
2022-12-04,P009,S05,46,53
2023-10-22,P010,S01,3,0
2022-05-06,P007,S03,20,21
2022-01-18,P006,S05,51,102
2022-06-08,P008,S03,39,34
2022-02-09,P009,S04,55,71
2022-10-08,P001,S05,14,56
2022-12-23,P005,S03,8,18
2022-11-26,P009,S03,30,30
2022-04-09,P004,S04,40,83
2022-01-15,P003,S01,9,34
2023-08-19,P002,S04,0,0
2023-10-26,P002,S04,11,1
2023-08-03,P006,S05,32,73
2023-06-24,P010,S05,76,134
2022-07-15,P009,S01,0,0
2022-10-30,P001,S02,0,0
2023-09-27,P003,S05,6,0
2022-01-01,P003,S04,3,12
2023-09-25,P004,S01,0,0
2022-02-27,P002,S03,14,12
2022-09-22,P006,S01,0,0
2022-10-24,P006,S03,15,31
2022-01-24,P006,S05,19,36
2023-11-18,P005,S02,0,10
2022-02-12,P007,S04,50,35
2022-08-07,P004,S05,22,54
2023-08-29,P007,S02,13,53
2023-12-07,P001,S04,14,35
2023-06-17,P007,S05,41,89
2022-10-14,P008,S04,18,31
2023-05-19,P004,S01,9,31
2023-10-13,P009,S02,0,0
2022-05-28,P003,S05,27,48
2023-12-24,P002,S03,4,2
2022-07-12,P007,S04,21,8
2023-03-06,P008,S02,14,19
2023-01-30,P010,S05,51,19
2022-03-15,P005,S04,23,8
2022-12-08,P001,S03,0,0
2023-02-19,P010,S04,82,104
2023-12-09,P009,S04,35,41
2023-11-06,P005,S03,0,0
2023-11-22,P007,S04,9,18
2022-07-08,P009,S01,0,0
2022-05-03,P002,S04,8,10
2022-12-06,P005,S01,0,0
2022-09-04,P001,S05,0,29
2022-10-26,P003,S04,12,31
2022-04-29,P006,S05,42,63
2022-12-01,P008,S03,20,26
2023-03-15,P009,S02,19,47
2023-01-17,P006,S03,42,83
2022-04-17,P002,S02,21,17
2023-12-23,P007,S04,41,65
2022-03-01,P001,S03,0,0
2022-10-26,P006,S02,4,16
2023-12-16,P008,S04,53,79
2023-10-06,P001,S02,0,18
2022-08-26,P002,S03,0,2
2023-10-05,P001,S01,13,0
2023-07-13,P006,S01,0,18
2023-12-01,P005,S01,1,0
2023-10-17,P001,S04,0,41
2023-08-24,P006,S02,21,0
2023-04-01,P009,S01,0,0
2023-04-18,P003,S03,0,0
2022-05-17,P010,S04,64,114
2022-12-25,P002,S05,3,0
2022-08-12,P001,S04,0,0
2023-04-08,P002,S05,25,73
2022-01-17,P009,S04,37,59
2023-02-20,P003,S03,25,50
2023-07-26,P008,S04,24,35
2022-05-01,P008,S02,32,17
2022-07-26,P009,S03,27,10
2023-08-26,P006,S01,0,45
2023-08-20,P010,S03,14,12
2023-12-22,P010,S05,66,100
2022-08-03,P001,S01,1,8
2023-10-09,P003,S02,0,0
2022-02-27,P005,S05,44,46
2022-03-06,P002,S04,1,31
2023-05-30,P001,S02,5,0
2022-08-18,P009,S05,16,9
2022-07-03,P010,S01,13,43
2022-03-16,P008,S01,22,26
2023-12-24,P006,S04,48,99
2023-06-23,P009,S03,26,52
2022-04-13,P004,S01,15,0
2022-01-20,P004,S03,40,29
2022-04-05,P008,S04,53,111
2023-10-20,P005,S01,0,0
2023-06-12,P001,S04,8,27
2023-07-17,P010,S05,36,43
2023-10-20,P005,S05,0,11
2022-02-05,P008,S02,29,47
2022-05-23,P008,S03,48,82
2022-01-20,P001,S04,0,0
2023-11-20,P001,S05,0,0
2022-02-16,P002,S04,22,0
2022-07-05,P010,S01,31,8
2022-11-19,P007,S05,15,38
2023-04-02,P008,S01,28,25
2023-09-28,P006,S03,15,22
2023-09-14,P006,S02,0,2
2023-04-08,P002,S01,6,0
2022-12-17,P001,S02,6,3
2023-02-01,P006,S02,11,41
2023-02-03,P006,S03,20,13
2023-11-27,P005,S03,16,0
2022-04-27,P003,S05,48,108
2023-07-03,P007,S01,2,10
2022-08-24,P006,S01,0,38
2023-06-19,P006,S01,10,16
2022-02-05,P010,S02,55,52
2023-08-31,P009,S01,1,9
2023-06-30,P001,S05,2,5
2022-04-09,P010,S05,111,185
2023-04-25,P010,S03,47,55
2023-08-18,P007,S01,12,12
2023-07-07,P007,S02,8,32
2023-03-28,P001,S01,0,0
2022-09-27,P005,S02,17,29
2023-08-29,P005,S04,33,55
2023-08-18,P009,S03,17,0
2022-04-08,P006,S03,24,56
2023-07-21,P006,S01,0,17
2022-01-07,P003,S03,25,27
2023-01-23,P010,S01,9,11
2022-01-24,P003,S03,11,29
2023-01-13,P001,S02,0,0
2023-07-13,P009,S03,11,17
2022-06-05,P008,S01,0,36
2022-10-26,P004,S02,0,0
2023-01-01,P008,S05,42,36
2022-08-18,P005,S04,9,13
2022-01-02,P005,S01,8,38
2022-04-25,P002,S03,9,0
2022-12-31,P001,S05,33,6
2022-05-13,P007,S04,38,72
2023-08-28,P008,S05,18,46
2022-01-02,P006,S01,9,20
2022-03-14,P004,S01,0,33
2023-01-01,P001,S04,8,34
2022-02-27,P002,S04,18,21
2022-10-07,P005,S01,0,0
2023-09-23,P005,S04,11,7
2022-04-11,P008,S04,44,44
2023-06-12,P007,S01,26,29
2022-06-29,P004,S05,30,52
2022-04-16,P007,S03,62,64
2022-04-06,P005,S02,23,23
2023-11-13,P006,S04,23,27
2022-05-17,P002,S04,15,0
2022-10-24,P009,S04,23,27
2023-09-26,P006,S03,10,4
2023-02-26,P009,S02,28,56
2022-11-25,P004,S04,18,6
2022-04-04,P004,S03,24,32
2023-07-06,P004,S04,11,0
2023-01-21,P003,S01,0,0
2022-06-01,P003,S01,0,2
2023-06-27,P002,S04,0,0
2022-06-12,P009,S02,34,63
2023-02-21,P010,S05,73,104
2022-03-16,P007,S03,54,63
2023-01-29,P005,S04,46,50
2022-10-11,P008,S02,0,0
2022-01-20,P009,S04,50,85
2023-07-15,P010,S01,13,33
2022-09-07,P005,S05,28,51
2023-01-24,P002,S03,33,66
2022-02-14,P003,S04,20,13
2022-09-04,P007,S03,13,3
2023-07-25,P003,S05,0,0
2023-05-11,P003,S04,10,0
2023-03-16,P004,S01,2,4
2023-05-17,P003,S04,26,21
2023-07-24,P004,S03,20,11
2023-09-30,P001,S04,13,41
2023-08-23,P004,S02,5,11
2023-09-10,P008,S05,11,25
2022-09-13,P002,S04,13,11
2023-08-16,P004,S01,3,18
2023-08-28,P002,S03,0,0
2023-03-01,P006,S04,40,57
2023-09-23,P003,S05,0,0
2022-04-23,P008,S04,78,117
2022-01-19,P003,S02,4,0
2023-05-19,P005,S03,15,41
2023-02-12,P007,S02,23,35
2022-06-26,P005,S02,17,53
2022-07-26,P010,S03,16,0
2023-06-24,P007,S03,17,19
2022-01-13,P002,S04,2,8
2023-03-11,P004,S05,36,54
2022-02-27,P006,S05,48,89
2022-02-03,P005,S01,13,14
2023-10-16,P003,S03,9,0
2022-03-20,P006,S05,28,52
2022-09-29,P009,S01,1,0
2023-04-25,P007,S03,30,51
2023-09-12,P009,S03,22,51
2023-04-05,P003,S05,28,54
2022-08-31,P006,S03,9,5
2022-02-10,P009,S04,58,88
2023-09-29,P008,S01,0,0
2022-10-25,P004,S05,4,11
2022-02-16,P010,S04,62,118
2023-08-11,P009,S04,28,15
2022-10-20,P008,S02,0,0
2023-02-23,P002,S03,16,17
2022-08-15,P003,S02,0,0
2023-10-12,P004,S01,6,0
2022-06-06,P005,S04,16,14
2022-02-17,P002,S03,9,12
2022-09-10,P007,S01,0,24
2023-02-04,P006,S05,57,111
2023-11-10,P002,S02,13,54
2023-05-19,P010,S01,15,4
2022-01-26,P009,S02,22,57
2022-04-23,P003,S01,0,0
2022-01-30,P008,S03,46,71
2022-08-02,P002,S02,0,0
2022-02-02,P004,S02,0,38
2023-11-12,P010,S01,0,20
2023-09-15,P001,S01,0,0
2023-06-18,P005,S01,15,0
2022-02-21,P009,S03,50,35
2022-08-07,P009,S02,22,37
2022-02-03,P007,S03,20,69
2022-10-30,P004,S04,22,22
2023-07-30,P008,S01,0,6
2022-05-11,P005,S03,8,42
2022-09-01,P008,S04,16,5
2023-02-16,P005,S04,21,51
2022-12-26,P007,S01,17,34
2022-06-21,P007,S03,17,21
2022-04-23,P009,S01,38,50
2022-10-09,P001,S03,0,9
2022-11-25,P005,S04,25,58
2022-12-02,P005,S04,21,33
2022-07-27,P006,S02,2,0
2023-05-20,P002,S01,0,0
2023-06-24,P009,S04,47,79
2023-07-27,P008,S02,0,0
2022-01-31,P008,S02,22,65
2022-09-23,P010,S03,17,29
2022-11-22,P004,S01,0,0
2023-06-20,P001,S03,0,0
2023-08-27,P007,S01,0,0
2022-07-14,P006,S04,12,26
2023-03-22,P001,S05,0,0
2023-03-18,P004,S05,28,33
2023-05-05,P001,S05,6,26
2022-02-10,P006,S05,51,71
2022-11-18,P003,S05,0,28
2022-03-19,P009,S04,69,90
2022-02-26,P007,S01,12,0
2023-11-23,P010,S02,0,14
2022-06-16,P005,S03,33,67
2023-05-07,P002,S02,7,4
2023-04-13,P006,S05,56,92
2023-05-05,P002,S05,6,0
2023-11-14,P009,S04,22,20
2022-01-29,P007,S05,59,113
2023-06-12,P002,S02,0,0
2022-12-23,P009,S02,19,44
2023-09-22,P009,S01,0,28
2022-06-14,P002,S02,25,2
2022-01-29,P006,S02,7,14
2022-08-07,P003,S05,1,6
2023-10-27,P010,S01,3,0
2022-02-18,P009,S03,45,58
2023-01-25,P008,S03,34,95
2022-05-20,P004,S05,40,64
2023-07-01,P007,S01,12,21
2022-12-01,P007,S05,27,48
2022-01-06,P004,S04,8,4
2022-03-31,P004,S04,15,67
2022-06-05,P002,S05,22,36
2022-08-06,P003,S04,15,37
2022-03-14,P008,S01,0,4
2023-11-27,P010,S02,17,10
2022-06-08,P001,S02,8,0
2022-11-08,P003,S05,27,49
2022-08-24,P004,S04,0,4
2022-09-13,P002,S03,17,9
2022-03-28,P002,S01,0,11
2022-01-29,P006,S03,39,48
2023-10-08,P003,S01,18,27
2023-03-14,P005,S03,20,9
2023-11-14,P001,S01,15,41
2023-12-18,P002,S01,0,0
2023-01-12,P008,S03,27,24
2023-03-04,P010,S05,105,172
2022-05-14,P006,S01,0,9
2023-07-26,P004,S02,21,31
2022-08-01,P009,S04,20,24
2022-08-17,P004,S02,0,1
2022-12-03,P003,S01,0,20
2022-06-18,P001,S05,16,0
2022-04-03,P002,S01,0,0
2022-11-25,P001,S04,6,21
2023-12-15,P005,S04,54,81
2022-12-15,P007,S02,8,8
2023-05-28,P008,S03,35,39
2023-12-13,P004,S05,24,54
2022-08-28,P008,S04,19,50
2022-01-15,P006,S01,11,50
2022-07-12,P006,S01,6,0
2023-11-23,P005,S04,8,11
2022-09-12,P007,S03,13,0
2023-05-05,P001,S03,0,0
2022-01-29,P004,S02,27,35
2022-12-25,P007,S02,34,49
2023-09-18,P008,S04,23,37
2023-07-22,P006,S02,15,39
2022-07-25,P008,S05,45,56
2022-08-16,P003,S02,12,0
2022-08-04,P007,S04,9,0
2023-08-15,P006,S01,1,0
2023-06-18,P010,S05,68,106
2023-01-03,P002,S03,8,30
2022-10-22,P005,S03,2,10
2022-06-22,P003,S01,16,44
2022-09-16,P005,S04,23,43
2023-01-22,P006,S03,47,71
2023-02-07,P006,S02,8,1
2023-07-13,P002,S02,8,0
2023-12-30,P004,S01,15,3
2022-07-30,P008,S02,27,44
2023-06-14,P002,S01,0,0
2023-04-28,P010,S03,43,51
2023-05-07,P009,S01,11,0
2022-07-03,P003,S04,10,27
2022-12-28,P001,S04,3,19
2022-11-03,P003,S02,6,30
2023-06-01,P002,S05,19,65
2023-06-22,P008,S05,54,78
2022-01-02,P010,S02,26,14
2022-03-04,P006,S04,50,48
2023-07-04,P001,S03,0,0
2023-04-21,P002,S05,14,43
2022-06-07,P009,S04,30,56
2022-09-28,P007,S05,0,0
2022-11-18,P008,S01,5,4
2022-05-05,P007,S03,34,45
2023-09-28,P001,S05,24,56
2023-04-22,P010,S04,76,132
2023-10-06,P002,S03,10,9
2022-08-31,P008,S04,6,8
2022-02-11,P005,S02,17,31
2022-06-02,P006,S01,11,23
2023-02-18,P008,S02,22,35
2023-09-11,P001,S02,2,0
2023-10-05,P005,S01,0,18
2022-03-14,P001,S02,11,0
2023-08-11,P010,S05,16,41
2023-01-26,P003,S04,6,14
2023-10-06,P002,S02,0,6
2022-12-26,P007,S05,79,108
2022-03-28,P002,S04,0,14
2022-08-26,P009,S01,2,10
2022-09-29,P007,S04,0,0
2023-09-26,P010,S04,18,52
2022-10-07,P008,S03,31,25
2023-09-13,P002,S01,5,8
2023-02-15,P006,S02,5,0
2023-05-21,P010,S04,73,95
2023-12-19,P010,S03,33,47
2022-11-06,P009,S02,11,42
2022-02-13,P008,S05,70,89
2023-01-05,P002,S01,4,17
2023-02-28,P004,S03,4,44
2022-08-10,P004,S04,14,39
2023-05-03,P008,S04,37,53
2023-10-24,P008,S05,43,19
2022-06-14,P008,S04,61,89
2023-08-15,P010,S04,25,39
2023-10-20,P005,S02,0,0
2023-03-22,P004,S03,25,20
2022-04-02,P008,S05,66,89
2022-09-07,P009,S05,12,59
2022-05-13,P003,S03,23,103
2022-01-03,P009,S05,49,61
2023-04-09,P008,S05,74,103
2022-05-30,P003,S03,11,10
2023-03-09,P003,S01,31,51
2022-06-19,P006,S03,33,60
2023-01-30,P006,S01,17,0
2023-01-27,P008,S04,6,23
2022-06-01,P005,S05,47,62
2023-02-14,P001,S04,10,21
2023-11-29,P002,S04,0,39
2022-09-19,P001,S03,3,28
2023-02-19,P001,S04,5,17
2022-01-01,P009,S01,8,19
2023-03-08,P005,S01,10,20
2022-11-19,P003,S04,1,39
2022-04-15,P005,S04,39,37
2023-01-06,P007,S01,9,6
2022-10-01,P009,S05,34,34
2022-03-18,P010,S03,53,108
2023-10-17,P004,S01,16,43
2023-12-10,P010,S04,38,66
2022-11-27,P010,S03,44,65
2022-12-17,P004,S04,29,27
2023-08-19,P008,S04,18,9
2023-12-15,P004,S05,13,0
2023-08-02,P008,S04,34,45
2023-03-16,P007,S01,14,0
2023-08-14,P003,S04,21,32
2023-06-12,P010,S04,31,37
2023-01-06,P003,S02,21,14
2023-01-14,P002,S02,19,16
2023-03-01,P008,S05,63,95
2023-09-26,P001,S03,0,0
2022-01-10,P005,S02,17,23
2023-12-22,P001,S04,3,37
2022-07-17,P008,S05,36,55
2022-03-14,P010,S01,0,0
2023-10-12,P010,S01,0,0
2022-12-30,P001,S01,5,0
2023-10-28,P004,S01,0,0
2022-08-11,P010,S02,0,0
2023-06-29,P001,S05,15,0
2022-01-11,P007,S03,19,6
2023-01-16,P006,S01,0,27
2022-12-11,P010,S02,22,13
2022-10-06,P007,S02,8,6
2023-02-18,P010,S03,60,78
2023-01-01,P009,S01,6,50
2023-10-02,P005,S02,0,5
2022-05-30,P008,S03,42,56
2022-06-02,P009,S01,14,1
2023-06-25,P003,S04,15,29
2023-11-25,P003,S02,7,0
2023-11-02,P010,S03,13,33
2022-04-18,P002,S02,0,0
2023-02-03,P004,S05,59,99
2023-03-02,P006,S03,22,35
2023-12-10,P006,S01,0,0
2023-08-03,P004,S01,6,0
2022-01-09,P006,S04,23,43
2023-07-08,P010,S01,0,7
2022-01-10,P004,S01,0,37
2023-01-09,P007,S03,18,31
2023-06-18,P005,S05,40,61
2022-02-04,P007,S02,20,50
2023-05-15,P004,S01,4,8
2022-09-15,P001,S05,4,0
2023-08-05,P001,S01,0,10
2022-10-16,P005,S05,0,1
2023-05-06,P010,S02,39,52
2022-09-16,P001,S04,9,29
2022-10-08,P010,S01,17,33
2023-12-13,P003,S05,22,5
2022-05-17,P010,S03,34,56
2023-08-09,P001,S04,8,0
2022-08-01,P010,S04,22,14
2023-09-15,P009,S03,18,21
2022-06-13,P008,S04,54,77
2023-11-16,P005,S01,8,11
2022-04-03,P008,S02,20,50
2022-09-19,P010,S02,5,19
2023-11-15,P003,S04,31,43
2022-07-23,P007,S03,13,16
2022-11-24,P004,S02,4,0
2023-09-25,P010,S01,0,7
2022-04-10,P005,S01,3,40
2023-03-28,P007,S03,26,39
2022-07-20,P010,S01,8,0
2023-12-24,P001,S03,2,0
2023-11-15,P009,S05,26,55
2022-02-21,P006,S04,36,112
2022-05-26,P008,S05,60,66
2022-10-26,P007,S01,26,47
2022-07-03,P003,S03,9,25
2023-03-21,P008,S02,38,46
2023-09-04,P002,S04,6,4
2023-08-06,P009,S04,38,67
2022-08-01,P009,S05,28,53
2023-04-04,P010,S02,22,43
2022-11-21,P010,S04,28,49
2023-02-14,P004,S04,31,38
2023-06-28,P008,S02,22,47
2022-08-07,P009,S05,40,77
2022-02-24,P009,S05,59,80
2022-06-12,P007,S03,35,71
2022-12-09,P003,S03,12,41
2022-08-20,P006,S04,20,43
2022-08-31,P004,S05,0,37
2022-02-22,P010,S05,80,125
2022-05-26,P001,S01,13,19
2022-12-29,P006,S03,38,67
2023-12-11,P006,S05,40,37
2023-03-06,P006,S03,15,25
2023-07-25,P005,S03,14,8
2022-03-02,P010,S05,78,102
2023-01-26,P003,S05,8,0
2022-11-09,P002,S05,0,22
2023-08-19,P006,S02,4,37
2023-01-15,P008,S01,7,0
2023-07-08,P008,S04,37,21
2023-09-11,P010,S01,9,12
2023-01-26,P007,S04,39,76
2022-05-30,P007,S02,21,30
2022-03-02,P006,S04,37,76
2022-09-25,P010,S04,18,37
2023-08-28,P009,S04,18,48
2022-01-02,P003,S02,21,3
2023-06-18,P006,S04,28,39
2022-04-15,P004,S04,10,8
2022-03-14,P009,S01,6,36
2022-11-17,P009,S02,19,14
2023-01-12,P003,S04,1,0
2023-09-23,P007,S02,19,40
2023-03-21,P002,S05,2,32
2022-03-30,P010,S05,69,115
2022-05-31,P010,S01,4,0
2022-06-13,P001,S02,0,0
2022-07-16,P008,S04,15,34
2022-12-31,P008,S02,38,57
2023-02-23,P002,S05,19,12
2022-10-02,P002,S02,5,0
2022-04-13,P010,S04,39,89
2023-12-17,P010,S02,25,13
2022-06-14,P006,S01,14,59
2023-08-17,P006,S01,0,15
2022-12-04,P002,S02,0,18
2023-04-17,P009,S03,54,66
2022-02-01,P001,S04,0,11
2022-07-24,P009,S01,0,0
2022-02-27,P004,S03,15,16
2022-04-01,P004,S04,25,64
2023-04-11,P006,S02,13,20
2022-06-28,P001,S05,5,14
2022-05-21,P005,S01,0,0
2022-07-19,P008,S02,4,0
2023-01-30,P007,S03,31,39
2023-08-15,P003,S03,6,3
2023-12-30,P009,S05,73,95
2023-03-14,P006,S05,61,121
2023-09-13,P009,S04,11,40
2023-12-06,P004,S01,0,7
2022-09-24,P006,S01,0,0
2023-01-18,P003,S04,13,37
2023-08-06,P009,S03,10,9
2023-05-07,P003,S04,24,46
2023-03-03,P009,S03,39,57
2023-07-07,P003,S05,7,2
2022-01-20,P002,S05,10,5
2023-08-23,P004,S01,20,27
2023-04-06,P002,S02,12,7
2023-07-19,P004,S04,5,29
2022-11-23,P007,S04,16,44
2023-02-10,P001,S01,0,17
2023-05-04,P006,S01,7,19
2023-03-03,P002,S03,14,41
2022-07-20,P008,S04,39,51
2022-05-11,P004,S01,10,3
2022-11-27,P002,S03,8,8
2022-05-27,P001,S02,6,19
2022-04-20,P003,S05,13,15
2023-01-03,P006,S04,10,9
2022-11-18,P009,S04,43,87
2023-12-23,P001,S01,4,0
2022-12-28,P009,S01,0,0
2023-06-02,P004,S03,0,0
2023-12-13,P007,S02,2,22
2022-05-04,P008,S03,27,41
2022-08-18,P001,S02,0,0
2022-07-31,P008,S02,18,36
2022-09-30,P007,S02,0,0
2022-02-25,P005,S03,18,0
2022-06-19,P007,S04,34,71
2023-07-12,P001,S04,0,24
2022-10-10,P003,S03,3,11
2022-06-30,P008,S03,17,20
2022-09-27,P010,S03,1,16
2022-04-24,P008,S05,80,121
2023-02-16,P001,S03,5,0
2023-11-04,P007,S02,10,23
2022-10-09,P009,S03,34,21
2023-11-16,P005,S05,7,15
2022-09-03,P009,S01,13,15
2023-03-17,P006,S01,0,0
2023-01-17,P005,S05,20,28
2023-04-28,P008,S01,10,6
2022-06-17,P008,S04,41,72
2022-05-03,P003,S02,18,35
2022-06-01,P006,S03,12,18
2023-02-01,P002,S05,0,0
2022-12-21,P007,S02,0,0
2023-12-29,P007,S04,46,95
2022-03-20,P008,S04,55,89
2023-07-28,P007,S04,18,0
2022-11-09,P005,S02,5,19
2022-01-30,P010,S02,31,42
2022-10-10,P001,S01,0,23
2023-06-09,P004,S04,12,15
2023-06-22,P010,S02,43,70
2023-05-01,P004,S01,24,27
2023-06-02,P005,S03,29,54
2022-12-03,P009,S03,25,53
2023-04-04,P003,S01,28,76
2022-05-10,P007,S05,54,85
2023-08-27,P009,S03,39,65
2022-03-19,P008,S02,27,49
2022-08-06,P004,S04,30,54
2022-11-02,P002,S04,0,35
2023-11-18,P001,S03,10,0
2023-01-18,P009,S05,48,51
2023-01-11,P007,S01,24,16
2023-12-23,P005,S01,7,0
2023-06-23,P008,S03,33,57
2022-07-02,P001,S01,11,16
2023-02-28,P009,S01,20,10
2022-01-17,P009,S03,19,52
2023-11-06,P003,S01,2,0
2023-01-14,P008,S02,14,19
2023-07-03,P002,S05,13,40
2023-06-30,P007,S04,36,72
2022-07-11,P001,S01,9,8
2022-06-12,P004,S02,21,29
2022-09-08,P002,S02,9,0
2022-10-25,P004,S03,19,47
2022-02-06,P008,S03,38,58
2022-10-06,P009,S02,9,0
2022-03-17,P007,S01,0,0
2023-08-17,P001,S05,0,19
2022-10-09,P004,S01,0,0
2022-04-26,P001,S02,9,38
2023-11-10,P009,S04,25,59
2023-11-05,P007,S03,6,0
2023-05-22,P008,S01,10,7
2023-06-21,P005,S05,26,33
